Order Id,Order Date,Ship Date,Ship Mode,Customer Name,Segment,State,Country,Market,Region,Product Id,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year
HU-2011-1380,10-01-2011,10-01-2011,Same Day,Elpida Rittenbach,Corporate,Budapest,Hungary,EMEA,EMEA,OFF-CAM-10001249,Office Supplies,Envelopes,"Cameo Mailers, with clear poly window",42,1,0,1.65,13.08,Critical,2011
MX-2011-140697,10-01-2011,15-01-2011,Standard Class,Paul MacIntyre,Consumer,México,Mexico,LATAM,North,OFF-ST-10002251,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",114,3,0,56.88,8.93,Medium,2011
IN-2011-13065,10-01-2011,11-01-2011,First Class,Patrick O'Donnell,Consumer,Guangxi,China,APAC,North Asia,OFF-SU-10003559,Office Supplies,Supplies,"Kleencut Ruler, Steel",26,2,0,5.4,5.86,High,2011
IN-2011-61302,10-01-2011,11-01-2011,First Class,Dan Lawera,Consumer,Queensland,Australia,APAC,Oceania,OFF-LA-10000879,Office Supplies,Labels,"Hon File Folder Labels, Alphabetical",30,4,0.1,12.096,5.54,Medium,2011
IN-2011-13065,10-01-2011,11-01-2011,First Class,Patrick O'Donnell,Consumer,Guangxi,China,APAC,North Asia,OFF-BI-10002853,Office Supplies,Binders,"Avery Binder Covers, Recycled",34,3,0,16.11,5.26,High,2011
HU-2011-1380,10-01-2011,10-01-2011,Same Day,Elpida Rittenbach,Corporate,Budapest,Hungary,EMEA,EMEA,TEC-STA-10000546,Technology,Machines,"StarTech Calculator, Red",37,1,0,5.55,4.32,Critical,2011
IN-2011-61302,10-01-2011,11-01-2011,First Class,Dan Lawera,Consumer,Queensland,Australia,APAC,Oceania,OFF-PA-10003731,Office Supplies,Paper,"Enermax Note Cards, Premium",162,6,0.1,53.694,3.02,Medium,2011
HU-2011-1380,10-01-2011,10-01-2011,Same Day,Elpida Rittenbach,Corporate,Budapest,Hungary,EMEA,EMEA,OFF-SAN-10001128,Office Supplies,Art,"Sanford Pens, Easy-Erase",11,1,0,2.61,2.59,Critical,2011
HU-2011-1380,10-01-2011,10-01-2011,Same Day,Elpida Rittenbach,Corporate,Budapest,Hungary,EMEA,EMEA,OFF-AVE-10000357,Office Supplies,Binders,"Avery Binder Covers, Clear",11,1,0,2.4,2.03,Critical,2011
SF-2011-6400,10-01-2011,14-01-2011,Standard Class,Ricardo Sperren,Corporate,North-West,South Africa,Africa,Africa,OFF-ACC-10003422,Office Supplies,Binders,"Acco Binder, Durable",17,1,0,4.65,1.29,Medium,2011
CA-2011-135405,10-01-2011,14-01-2011,Standard Class,Melanie Seite,Consumer,Texas,United States,US,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31,3,0.2,9.75,1.13,Medium,2011
ID-2011-13660,10-01-2011,15-01-2011,Second Class,Brian Dahlen,Consumer,Bangkok,Thailand,APAC,Southeast Asia,OFF-FA-10003615,Office Supplies,Fasteners,"Stockwell Staples, Assorted Sizes",12,3,0.47,-5.6826,1.04,Medium,2011
MX-2011-140697,10-01-2011,15-01-2011,Standard Class,Paul MacIntyre,Consumer,México,Mexico,LATAM,North,OFF-SU-10003739,Office Supplies,Supplies,"Elite Scissors, Easy Grip",16,1,0,1.76,0.89,Medium,2011
CA-2011-135405,10-01-2011,14-01-2011,Standard Class,Melanie Seite,Consumer,Texas,United States,US,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9,2,0.2,1.168,0.21,Medium,2011
ES-2011-5158390,11-01-2011,11-01-2011,Same Day,Roy Collins,Consumer,England,United Kingdom,EU,North,FUR-CH-10004255,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red","1,384",3,0,13.77,178.98,Medium,2011
US-2011-163874,11-01-2011,12-01-2011,First Class,Philip Fox,Consumer,México,Mexico,LATAM,North,OFF-ST-10003741,Office Supplies,Storage,"Smead Lockers, Blue","1,323",10,0,238,103.84,Medium,2011
US-2011-163874,11-01-2011,12-01-2011,First Class,Philip Fox,Consumer,México,Mexico,LATAM,North,FUR-BO-10002214,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",452,5,0.2,-107.3,57.75,Medium,2011
IN-2011-39308,11-01-2011,18-01-2011,Standard Class,David Flashing,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-PH-10002806,Technology,Phones,"Apple Audio Dock, VoIP",554,4,0.17,40.0536,42.43,Medium,2011
IN-2011-79761,11-01-2011,16-01-2011,Standard Class,Steve Carroll,Home Office,Calabarzon,Philippines,APAC,Southeast Asia,TEC-CO-10001895,Technology,Copiers,"Sharp Wireless Fax, Color",697,3,0.35,-343.098,40.16,Medium,2011
US-2011-163874,11-01-2011,12-01-2011,First Class,Philip Fox,Consumer,México,Mexico,LATAM,North,TEC-PH-10002755,Technology,Phones,"Apple Headset, VoIP",245,5,0,88,39.11,Medium,2011
IN-2011-39308,11-01-2011,18-01-2011,Standard Class,David Flashing,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-AR-10003613,Office Supplies,Art,"Sanford Canvas, Easy-Erase",334,9,0.27,13.4703,23.56,Medium,2011
ES-2011-4359424,11-01-2011,15-01-2011,Standard Class,Dorothy Dickinson,Consumer,Murcia,Spain,EU,South,FUR-TA-10001693,Furniture,Tables,"Bevis Training Table, with Bottom Storage",268,2,0.6,-341.736,21.49,High,2011
ES-2011-5158390,11-01-2011,11-01-2011,Same Day,Roy Collins,Consumer,England,United Kingdom,EU,North,OFF-AR-10001599,Office Supplies,Art,"Binney & Smith Canvas, Blue",103,2,0,19.5,20.54,Medium,2011
IN-2011-39308,11-01-2011,18-01-2011,Standard Class,David Flashing,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-FU-10001096,Furniture,Furnishings,"Advantus Clock, Black",188,5,0.27,2.4735,15.77,Medium,2011
IN-2011-29872,11-01-2011,15-01-2011,Standard Class,Dianna Vittorini,Consumer,Jammu and Kashmir,India,APAC,Central Asia,FUR-FU-10001471,Furniture,Furnishings,"Eldon Door Stop, Durable",142,3,0,52.38,15.62,High,2011
TU-2011-800,11-01-2011,15-01-2011,Standard Class,Chuck Sachs,Consumer,Bursa,Turkey,EMEA,EMEA,FUR-SAF-10003540,Furniture,Bookcases,"Safco Floating Shelf Set, Metal",157,2,0.6,-117.72,12.45,High,2011
ID-2011-82589,11-01-2011,15-01-2011,Standard Class,Tanja Norvell,Home Office,Otago,New Zealand,APAC,Oceania,OFF-EN-10000128,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Set of 50",115,4,0.4,-47.832,10.52,Medium,2011
ES-2011-1466305,11-01-2011,15-01-2011,Standard Class,Mick Brown,Consumer,Vienna,Austria,EU,Central,OFF-ST-10003446,Office Supplies,Storage,"Smead Trays, Single Width",97,2,0,31.02,7.99,High,2011
IN-2011-79761,11-01-2011,16-01-2011,Standard Class,Steve Carroll,Home Office,Calabarzon,Philippines,APAC,Southeast Asia,FUR-FU-10000256,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",78,2,0.25,23.775,7.09,Medium,2011
US-2011-163874,11-01-2011,12-01-2011,First Class,Philip Fox,Consumer,México,Mexico,LATAM,North,OFF-AP-10000569,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Black",140,3,0,32.1,6.47,Medium,2011
ES-2011-1466305,11-01-2011,15-01-2011,Standard Class,Mick Brown,Consumer,Vienna,Austria,EU,Central,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",55,1,0,9.87,5.83,High,2011
CA-2011-149020,11-01-2011,16-01-2011,Standard Class,Anthony Jacobs,Corporate,Virginia,United States,US,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",52,1,0,21.2954,3.52,Medium,2011
ES-2011-4359424,11-01-2011,15-01-2011,Standard Class,Dorothy Dickinson,Consumer,Murcia,Spain,EU,South,OFF-LA-10002733,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",40,5,0,5.55,2.57,High,2011
ES-2011-1138719,11-01-2011,16-01-2011,Standard Class,Eric Murdock,Consumer,Liguria,Italy,EU,South,OFF-BI-10001833,Office Supplies,Binders,"Ibico Hole Reinforcements, Recycled",22,3,0,6.75,1.09,Medium,2011
IN-2011-39308,11-01-2011,18-01-2011,Standard Class,David Flashing,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-BI-10004334,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",5,1,0.17,-0.0147,0.3,Medium,2011
CA-2011-149020,11-01-2011,16-01-2011,Standard Class,Anthony Jacobs,Corporate,Virginia,United States,US,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,3,1,0,1.3583,0.22,Medium,2011
MX-2011-141530,12-01-2011,17-01-2011,Standard Class,Thomas Seio,Corporate,Coahuila,Mexico,LATAM,North,TEC-AC-10004743,Technology,Accessories,"Logitech Router, USB",495,3,0,178.2,54.55,Medium,2011
MX-2011-141530,12-01-2011,17-01-2011,Standard Class,Thomas Seio,Corporate,Coahuila,Mexico,LATAM,North,TEC-CO-10003142,Technology,Copiers,"Hewlett Fax and Copier, Laser",385,3,0.002,68.64852,38.19,Medium,2011
ES-2011-1460199,12-01-2011,19-01-2011,Standard Class,Roy Phan,Corporate,Lower Saxony,Germany,EU,Central,FUR-BO-10004080,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",552,5,0.1,165.36,35.98,Medium,2011
ES-2011-1460199,12-01-2011,19-01-2011,Standard Class,Roy Phan,Corporate,Lower Saxony,Germany,EU,Central,TEC-MA-10003078,Technology,Machines,"Epson Printer, White",522,2,0,20.88,28.92,Medium,2011
ES-2011-4976144,12-01-2011,17-01-2011,Standard Class,Anthony Garverick,Home Office,England,United Kingdom,EU,North,FUR-CH-10000745,Furniture,Chairs,"Hon Chairmat, Adjustable",290,5,0,69.6,18.63,Medium,2011
ES-2011-5040255,12-01-2011,15-01-2011,First Class,Peter Bühler,Consumer,England,United Kingdom,EU,North,OFF-PA-10000450,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",34,2,0.5,-6.15,7.31,Medium,2011
ES-2011-1460199,12-01-2011,19-01-2011,Standard Class,Roy Phan,Corporate,Lower Saxony,Germany,EU,Central,OFF-AR-10001599,Office Supplies,Art,"Binney & Smith Canvas, Blue",257,5,0,48.75,7.28,Medium,2011
CA-2011-130092,12-01-2011,15-01-2011,First Class,Seth Vernon,Consumer,Delaware,United States,US,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",10,2,0,3.0814,2.69,Critical,2011
ES-2011-1460199,12-01-2011,19-01-2011,Standard Class,Roy Phan,Corporate,Lower Saxony,Germany,EU,Central,OFF-BI-10000081,Office Supplies,Binders,"Ibico Index Tab, Clear",17,2,0,6.18,2.08,Medium,2011
NI-2011-1670,12-01-2011,16-01-2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,Africa,Africa,OFF-FEL-10001792,Office Supplies,Storage,"Fellowes Folders, Wire Frame",15,2,0.7,-22.458,1.27,Medium,2011
NI-2011-1670,12-01-2011,16-01-2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,Africa,Africa,OFF-BIC-10000582,Office Supplies,Art,"BIC Sketch Pad, Water Color",16,1,0.7,-28.518,1.27,Medium,2011
NI-2011-1670,12-01-2011,16-01-2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,Africa,Africa,OFF-AVE-10000065,Office Supplies,Labels,"Avery Removable Labels, Alphabetical",13,4,0.7,-21.648,0.62,Medium,2011
NI-2011-1670,12-01-2011,16-01-2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,Africa,Africa,OFF-KLE-10001317,Office Supplies,Supplies,"Kleencut Ruler, Easy Grip",5,1,0.7,-10.326,0.43,Medium,2011
NI-2011-1670,12-01-2011,16-01-2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,Africa,Africa,OFF-ADV-10003030,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",3,1,0.7,-6.483,0.25,Medium,2011
NI-2011-1670,12-01-2011,16-01-2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,Africa,Africa,OFF-FEL-10003848,Office Supplies,Storage,"Fellowes Trays, Industrial",17,1,0.7,-26.649,0.24,Medium,2011
EG-2011-4270,13-01-2011,18-01-2011,Standard Class,Roger Demir,Consumer,Aswan,Egypt,Africa,Africa,OFF-SME-10004553,Office Supplies,Storage,"Smead Lockers, Blue",794,4,0,134.88,76.6,Medium,2011
EG-2011-4270,13-01-2011,18-01-2011,Standard Class,Roger Demir,Consumer,Aswan,Egypt,Africa,Africa,TEC-HP -10001574,Technology,Copiers,"HP Fax Machine, Laser","1,200",4,0,479.88,55.62,Medium,2011
MX-2011-150567,13-01-2011,17-01-2011,Standard Class,Ben Wallace,Consumer,Jalisco,Mexico,LATAM,North,TEC-MA-10000560,Technology,Machines,"StarTech Inkjet, Wireless",201,1,0,100.62,31.78,High,2011
IT-2011-5340302,13-01-2011,19-01-2011,Standard Class,Greg Matthias,Consumer,South Holland,Netherlands,EU,Central,OFF-ST-10002506,Office Supplies,Storage,"Smead Lockers, Blue",198,2,0.5,-130.98,14.53,Medium,2011
EG-2011-4270,13-01-2011,18-01-2011,Standard Class,Roger Demir,Consumer,Aswan,Egypt,Africa,Africa,OFF-FEL-10001343,Office Supplies,Storage,"Fellowes Box, Wire Frame",38,2,0,17.22,2.66,Medium,2011
US-2011-105760,13-01-2011,17-01-2011,Standard Class,James Lanier,Home Office,Anzoátegui,Venezuela,LATAM,South,OFF-SU-10001794,Office Supplies,Supplies,"Elite Ruler, Steel",26,5,0.4,-8,2.2,High,2011
IT-2011-5951216,13-01-2011,20-01-2011,Standard Class,Stuart Calhoun,Consumer,Västra Götaland,Sweden,EU,North,OFF-AR-10004884,Office Supplies,Art,"Sanford Pens, Fluorescent",31,5,0.5,-13.65,2.16,Medium,2011
IT-2011-5340302,13-01-2011,19-01-2011,Standard Class,Greg Matthias,Consumer,South Holland,Netherlands,EU,Central,OFF-PA-10002040,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",50,2,0.5,-37.86,1.51,Medium,2011
IT-2011-5340302,13-01-2011,19-01-2011,Standard Class,Greg Matthias,Consumer,South Holland,Netherlands,EU,Central,OFF-LA-10002353,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",22,4,0.5,-12.3,1.29,Medium,2011
IN-2011-38349,13-01-2011,17-01-2011,Standard Class,Cari Sayre,Corporate,South Australia,Australia,APAC,Oceania,OFF-LA-10002765,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable",16,2,0.1,0.33,0.72,Medium,2011
IT-2011-5340302,13-01-2011,19-01-2011,Standard Class,Greg Matthias,Consumer,South Holland,Netherlands,EU,Central,OFF-BI-10001055,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",9,3,0.5,-3.465,0.43,Medium,2011
CA-2011-157147,14-01-2011,19-01-2011,Standard Class,Brian Dahlen,Consumer,California,United States,US,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,"1,326",5,0,238.653,187.65,High,2011
CA-2011-162775,14-01-2011,16-01-2011,Second Class,Chris Selesnick,Corporate,Louisiana,United States,US,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,573,6,0,34.3548,146.29,Critical,2011
CA-2011-162775,14-01-2011,16-01-2011,Second Class,Chris Selesnick,Corporate,Louisiana,United States,US,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,647,6,0,258.696,141.35,Critical,2011
ES-2011-1043483,14-01-2011,19-01-2011,Standard Class,Sharelle Roach,Home Office,Vienna,Austria,EU,Central,TEC-MA-10002918,Technology,Machines,"StarTech Card Printer, White",486,3,0,77.67,53.02,High,2011
CA-2011-109232,14-01-2011,17-01-2011,Second Class,Natalie DeCherney,Consumer,South Carolina,United States,US,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,546,6,0,87.3504,52.32,Medium,2011
ES-2011-1043483,14-01-2011,19-01-2011,Standard Class,Sharelle Roach,Home Office,Vienna,Austria,EU,Central,TEC-PH-10003847,Technology,Phones,"Apple Headset, with Caller ID",440,6,0,65.88,49.92,High,2011
CA-2011-157147,14-01-2011,19-01-2011,Standard Class,Brian Dahlen,Consumer,California,United States,US,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",334,3,0.15,3.9294,40.44,High,2011
ES-2011-1043483,14-01-2011,19-01-2011,Standard Class,Sharelle Roach,Home Office,Vienna,Austria,EU,Central,OFF-PA-10001650,Office Supplies,Paper,"Xerox Message Books, Premium",224,11,0,102.96,30.34,High,2011
MX-2011-135979,14-01-2011,20-01-2011,Standard Class,Bart Pistole,Corporate,Estelí,Nicaragua,LATAM,Central,FUR-BO-10001295,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",393,3,0,180.96,27.67,Medium,2011
MX-2011-168599,14-01-2011,15-01-2011,First Class,Ted Butterfield,Consumer,Baja California,Mexico,LATAM,North,OFF-EN-10004870,Office Supplies,Envelopes,"Jiffy Mailers, Security-Tint",106,4,0,18.96,26.23,High,2011
SF-2011-7680,14-01-2011,21-01-2011,Standard Class,Steve Nguyen,Home Office,Eastern Cape,South Africa,Africa,Africa,OFF-SAN-10001128,Office Supplies,Art,"Sanford Pens, Easy-Erase",136,12,0,31.32,23.89,Low,2011
CA-2011-162775,14-01-2011,16-01-2011,Second Class,Chris Selesnick,Corporate,Louisiana,United States,US,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,51,3,0,25.47,12.66,Critical,2011
MX-2011-135979,14-01-2011,20-01-2011,Standard Class,Bart Pistole,Corporate,Estelí,Nicaragua,LATAM,Central,OFF-PA-10004155,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",246,12,0,7.2,11.88,Medium,2011
TU-2011-4040,14-01-2011,18-01-2011,Standard Class,Bruce Degenhardt,Consumer,Gaziantep,Turkey,EMEA,EMEA,OFF-FEL-10001261,Office Supplies,Storage,"Fellowes File Cart, Blue",110,2,0.6,-54.972,11.53,Medium,2011
ID-2011-16453,14-01-2011,21-01-2011,Standard Class,Muhammed Yedwab,Corporate,National Capital,Philippines,APAC,Southeast Asia,FUR-FU-10000944,Furniture,Furnishings,"Tenex Door Stop, Black",99,3,0.25,-23.7375,9.71,Low,2011
ID-2011-16453,14-01-2011,21-01-2011,Standard Class,Muhammed Yedwab,Corporate,National Capital,Philippines,APAC,Southeast Asia,OFF-ST-10004015,Office Supplies,Storage,"Smead Trays, Blue",80,3,0.45,5.742,9.43,Low,2011
MX-2011-135979,14-01-2011,20-01-2011,Standard Class,Bart Pistole,Corporate,Estelí,Nicaragua,LATAM,Central,OFF-ST-10001326,Office Supplies,Storage,"Tenex Shelving, Single Width",109,3,0,28.38,6.11,Medium,2011
TU-2011-4040,14-01-2011,18-01-2011,Standard Class,Bruce Degenhardt,Consumer,Gaziantep,Turkey,EMEA,EMEA,OFF-SME-10004553,Office Supplies,Storage,"Smead Lockers, Blue",79,1,0.6,-85.332,5.84,Medium,2011
TU-2011-4040,14-01-2011,18-01-2011,Standard Class,Bruce Degenhardt,Consumer,Gaziantep,Turkey,EMEA,EMEA,OFF-ACM-10003278,Office Supplies,Supplies,"Acme Trimmer, Easy Grip",74,4,0.6,-70.32,4.48,Medium,2011
MX-2011-135979,14-01-2011,20-01-2011,Standard Class,Bart Pistole,Corporate,Estelí,Nicaragua,LATAM,Central,OFF-BI-10000185,Office Supplies,Binders,"Cardinal Binder Covers, Recycled",66,8,0,9.12,3.61,Medium,2011
CA-2011-157147,14-01-2011,19-01-2011,Standard Class,Brian Dahlen,Consumer,California,United States,US,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,20,5,0,6.567,3.03,High,2011
CA-2011-162775,14-01-2011,16-01-2011,Second Class,Chris Selesnick,Corporate,Louisiana,United States,US,South,OFF-EN-10001990,Office Supplies,Envelopes,Staples,11,2,0,5.3392,2.88,Critical,2011
CA-2011-118192,14-01-2011,19-01-2011,Standard Class,Michael Moore,Consumer,Ohio,United States,US,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,37,7,0.2,13.0928,1.46,Medium,2011
CA-2011-162775,14-01-2011,16-01-2011,Second Class,Chris Selesnick,Corporate,Louisiana,United States,US,South,OFF-BI-10004187,Office Supplies,Binders,Staples,6,3,0,2.7072,0.85,Critical,2011
TU-2011-4040,14-01-2011,18-01-2011,Standard Class,Bruce Degenhardt,Consumer,Gaziantep,Turkey,EMEA,EMEA,OFF-STA-10000298,Office Supplies,Art,"Stanley Canvas, Blue",79,4,0.6,-87.168,0.43,Medium,2011
CA-2011-118192,14-01-2011,19-01-2011,Standard Class,Michael Moore,Consumer,Ohio,United States,US,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3,2,0.7,-2.5212,0.27,Medium,2011
ES-2011-3661686,15-01-2011,20-01-2011,Second Class,Don Jones,Corporate,Lower Saxony,Germany,EU,Central,TEC-CO-10003228,Technology,Copiers,"Hewlett Copy Machine, Laser",527,2,0,10.5,92.1,Medium,2011
ES-2011-1374122,15-01-2011,18-01-2011,First Class,Craig Leslie,Home Office,Nord-Pas-de-Calais,France,EU,Central,FUR-BO-10003126,Furniture,Bookcases,"Dania Library with Doors, Traditional",652,2,0.1,7.2,88.52,Medium,2011
MX-2011-129420,15-01-2011,17-01-2011,First Class,Ross Baird,Home Office,La Romana,Dominican Republic,LATAM,Caribbean,FUR-CH-10003485,Furniture,Chairs,"Hon Swivel Stool, Set of Two",265,3,0.2,23.22,43.56,Medium,2011
ID-2011-38832,15-01-2011,15-01-2011,Same Day,Mick Crebagga,Consumer,Bali,Indonesia,APAC,Southeast Asia,OFF-AR-10000989,Office Supplies,Art,"Binney & Smith Canvas, Blue",150,4,0.27,-49.3488,21.15,Critical,2011
ID-2011-38832,15-01-2011,15-01-2011,Same Day,Mick Crebagga,Consumer,Bali,Indonesia,APAC,Southeast Asia,OFF-AR-10000251,Office Supplies,Art,"Stanley Markers, Fluorescent",51,3,0.27,-0.0126,21.13,Critical,2011
ES-2011-3661686,15-01-2011,20-01-2011,Second Class,Don Jones,Corporate,Lower Saxony,Germany,EU,Central,OFF-AP-10001169,Office Supplies,Appliances,"Cuisinart Microwave, White",249,1,0.1,2.76,15.08,Medium,2011
CA-2011-149524,15-01-2011,16-01-2011,First Class,Brendan Sweed,Corporate,Pennsylvania,United States,US,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,62,4,0.5,-53.2856,10.96,High,2011
ES-2011-3661686,15-01-2011,20-01-2011,Second Class,Don Jones,Corporate,Lower Saxony,Germany,EU,Central,OFF-PA-10001869,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11",170,5,0,25.35,8.42,Medium,2011
ES-2011-3661686,15-01-2011,20-01-2011,Second Class,Don Jones,Corporate,Lower Saxony,Germany,EU,Central,OFF-SU-10004244,Office Supplies,Supplies,"Elite Letter Opener, Easy Grip",55,2,0,2.16,4.12,Medium,2011
NI-2011-2280,15-01-2011,21-01-2011,Standard Class,Mick Brown,Consumer,Rivers,Nigeria,Africa,Africa,FUR-HAR-10000441,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",45,1,0.7,-56.856,3.43,Medium,2011
NI-2011-2280,15-01-2011,21-01-2011,Standard Class,Mick Brown,Consumer,Rivers,Nigeria,Africa,Africa,OFF-ADV-10003030,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",19,6,0.7,-38.898,1.46,Medium,2011
NI-2011-2280,15-01-2011,21-01-2011,Standard Class,Mick Brown,Consumer,Rivers,Nigeria,Africa,Africa,OFF-SAN-10004232,Office Supplies,Art,"Sanford Markers, Fluorescent",15,2,0.7,-14.754,1.02,Medium,2011
ES-2011-3661686,15-01-2011,20-01-2011,Second Class,Don Jones,Corporate,Lower Saxony,Germany,EU,Central,OFF-LA-10000134,Office Supplies,Labels,"Harbour Creations Removable Labels, 5000 Label Set",21,2,0,7.44,0.76,Medium,2011
CA-2011-103366,16-01-2011,18-01-2011,First Class,Erica Hackney,Consumer,Georgia,United States,US,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,150,5,0,65.978,45.24,Critical,2011
MX-2011-145765,17-01-2011,22-01-2011,Standard Class,Alan Haines,Corporate,San Salvador,El Salvador,LATAM,Central,TEC-CO-10003142,Technology,Copiers,"Hewlett Fax and Copier, Laser","1,412",11,0.002,251.71124,159.52,High,2011
ES-2011-3305419,17-01-2011,19-01-2011,Second Class,Edward Hooks,Corporate,Ile-de-France,France,EU,Central,OFF-AR-10001230,Office Supplies,Art,"Binney & Smith Markers, Water Color",300,11,0,50.82,38.7,High,2011
CA-2011-115791,17-01-2011,19-01-2011,Second Class,Delfina Latchford,Consumer,Pennsylvania,United States,US,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127,6,0.2,28.5984,36.4,Critical,2011
CA-2011-115791,17-01-2011,19-01-2011,Second Class,Delfina Latchford,Consumer,Pennsylvania,United States,US,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124,3,0.4,-31.05,26.12,Critical,2011
CA-2011-115791,17-01-2011,19-01-2011,Second Class,Delfina Latchford,Consumer,Pennsylvania,United States,US,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30,3,0.2,10.1493,10.17,Critical,2011
ES-2011-3305419,17-01-2011,19-01-2011,Second Class,Edward Hooks,Corporate,Ile-de-France,France,EU,Central,OFF-ST-10001646,Office Supplies,Storage,"Fellowes Box, Wire Frame",84,5,0.1,33.675,7.33,High,2011
ES-2011-3305419,17-01-2011,19-01-2011,Second Class,Edward Hooks,Corporate,Ile-de-France,France,EU,Central,OFF-ST-10000988,Office Supplies,Storage,"Fellowes Folders, Blue",95,4,0.1,42.24,6.56,High,2011
ES-2011-3305419,17-01-2011,19-01-2011,Second Class,Edward Hooks,Corporate,Ile-de-France,France,EU,Central,OFF-ST-10003764,Office Supplies,Storage,"Tenex Box, Industrial",46,3,0.1,18.846,6.46,High,2011
ID-2011-80538,17-01-2011,18-01-2011,First Class,Vivian Mathis,Consumer,Western Australia,Australia,APAC,Oceania,OFF-BI-10001397,Office Supplies,Binders,"Ibico Binder, Economy",37,4,0.4,-9.288,5.48,High,2011
CA-2011-115791,17-01-2011,19-01-2011,Second Class,Delfina Latchford,Consumer,Pennsylvania,United States,US,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,19,2,0.7,-13.6312,5.26,Critical,2011
IN-2011-78501,17-01-2011,21-01-2011,Standard Class,Tamara Willingham,Home Office,New South Wales,Australia,APAC,Oceania,OFF-AR-10004138,Office Supplies,Art,"Stanley Pens, Easy-Erase",19,2,0.1,5.136,3.96,High,2011
IT-2011-1373680,17-01-2011,23-01-2011,Standard Class,Shirley Daniels,Home Office,Hovedstaden,Denmark,EU,North,OFF-LA-10001413,Office Supplies,Labels,"Hon Shipping Labels, Laser Printer Compatible",17,3,0.5,-7.515,0.4,Low,2011
TZ-2011-5130,18-01-2011,21-01-2011,First Class,Charles Sheldon,Corporate,Arusha,Tanzania,Africa,Africa,OFF-FEL-10004665,Office Supplies,Storage,"Fellowes Lockers, Blue",746,4,0.1,132.588,132.29,Medium,2011
